N,condition,w_base,w_max,enable_normative,trial,convergence_tick,converged,first_tick_behavioral,first_tick_belief,first_tick_crystal,first_tick_all_met,final_fraction_A,final_mean_confidence,final_num_crystallised,final_mean_norm_strength,final_frac_dominant_norm,total_ticks
2000,B_lockin_only,2,6,false,27,0,false,185,136,0,0,0.9395,0.8146252210820325,0,0.0,0.0,5000
2000,B_lockin_only,2,6,false,26,0,false,199,143,0,0,0.0455,0.8730564613377705,0,0.0,0.0,5000
2000,B_lockin_only,2,6,false,4,0,false,174,169,0,0,0.054,0.8420849544886143,0,0.0,0.0,5000
2000,B_lockin_only,2,6,false,10,0,false,184,169,0,0,0.9485,0.8483899659945807,0,0.0,0.0,5000
2000,B_lockin_only,2,6,false,14,0,false,138,132,0,0,0.0725,0.7934814275861543,0,0.0,0.0,5000
2000,B_lockin_only,2,6,false,6,0,false,211,173,0,0,0.9485,0.8557427606819492,0,0.0,0.0,5000
2000,B_lockin_only,2,6,false,20,0,false,152,142,0,0,0.0565,0.8447133268583966,0,0.0,0.0,5000
2000,B_lockin_only,2,6,false,16,0,false,147,136,0,0,0.045,0.8743709398093399,0,0.0,0.0,5000
2000,B_lockin_only,2,6,false,22,0,false,166,130,0,0,0.043,0.8591375765906141,0,0.0,0.0,5000
2000,B_lockin_only,2,6,false,24,0,false,284,218,0,0,0.0485,0.8562490255370481,0,0.0,0.0,5000
2000,B_lockin_only,2,6,false,28,0,false,169,155,0,0,0.9425,0.8401176661145613,0,0.0,0.0,5000
2000,B_lockin_only,2,6,false,18,0,false,221,187,0,0,0.0655,0.8110554529608961,0,0.0,0.0,5000
2000,B_lockin_only,2,6,false,8,0,false,138,119,0,0,0.943,0.832252501581345,0,0.0,0.0,5000
2000,B_lockin_only,2,6,false,12,0,false,152,142,0,0,0.037,0.8767495012308121,0,0.0,0.0,5000
2000,B_lockin_only,2,6,false,2,0,false,123,109,0,0,0.062,0.8291958852332705,0,0.0,0.0,5000
2000,C_normative_only,5,5,true,19,110,true,56,55,61,61,0.0,0.9985804868726857,1965,0.7637869866659995,0.9825,110
2000,C_normative_only,5,5,true,3,110,true,58,57,61,61,0.0,0.9982452015615556,1986,0.7575986993034175,0.993,110
2000,C_normative_only,5,5,true,7,111,true,59,58,62,62,1.0,0.9980754502841689,1979,0.7543009706259869,0.9895,111
2000,C_normative_only,5,5,true,1,109,true,56,55,60,60,1.0,0.9984757548958174,1978,0.7670725004018503,0.989,109
2000,C_normative_only,5,5,true,5,101,true,40,39,52,52,1.0,0.9993078009325592,1938,0.8369801924420875,0.969,101
2000,C_normative_only,5,5,true,27,109,true,56,55,60,60,1.0,0.9983577567622857,1981,0.7646826837357328,0.9905,109
2000,C_normative_only,5,5,true,30,111,true,58,56,62,62,1.0,0.9983306442161965,1983,0.759347410602198,0.9915,111
2000,C_normative_only,5,5,true,15,115,true,64,64,66,66,1.0,0.9978489470240492,1991,0.7437470973218464,0.9955,115
2000,C_normative_only,5,5,true,9,107,true,53,52,58,58,1.0,0.9985843787664784,1971,0.7798071825628048,0.9855,107
2000,C_normative_only,5,5,true,21,112,true,60,59,63,63,0.0,0.9980647014995485,1981,0.753033015984976,0.9905,112
2000,C_normative_only,5,5,true,17,112,true,60,59,63,63,0.0,0.9981734715242356,1977,0.7528211212962225,0.9885,112
2000,C_normative_only,5,5,true,29,123,true,73,73,74,74,1.0,0.9977018836210461,1988,0.7567804945124688,0.994,123
2000,C_normative_only,5,5,true,25,127,true,77,76,78,78,1.0,0.9977645849451469,1991,0.7631776209011892,0.9955,127
2000,C_normative_only,5,5,true,13,105,true,50,49,56,56,1.0,0.9985431018218714,1966,0.7875637606052467,0.983,105
2000,C_normative_only,5,5,true,11,135,true,84,83,86,86,1.0,0.9979315532430828,1987,0.7814357418801436,0.9935,135
2000,C_normative_only,5,5,true,23,135,true,84,84,86,86,0.0,0.9979843287490417,1981,0.7819436406276242,0.9905,135
2000,C_normative_only,5,5,true,4,106,true,51,50,57,57,0.0,0.9986725369804625,1968,0.783064162402807,0.984,106
2000,C_normative_only,5,5,true,2,106,true,49,49,57,57,0.0,0.9988622372131479,1953,0.7982465410468413,0.9765,106
2000,C_normative_only,5,5,true,16,112,true,63,60,63,63,1.0,0.9977631195937886,1989,0.7500678141585246,0.9945,112
2000,C_normative_only,5,5,true,20,114,true,64,63,65,65,0.0,0.997916303449994,1985,0.7486157537568211,0.9925,114
2000,C_normative_only,5,5,true,28,109,true,56,55,60,60,0.0,0.9984315353064898,1974,0.7621776949551399,0.987,109
2000,C_normative_only,5,5,true,6,120,true,69,69,71,71,1.0,0.997804124643402,1989,0.7504168293550686,0.9945,120
2000,C_normative_only,5,5,true,14,115,true,65,63,66,66,1.0,0.9980566530097673,1984,0.7484253301068156,0.992,115
2000,C_normative_only,5,5,true,18,118,true,68,67,69,69,1.0,0.9978553985097499,1993,0.7547261312159705,0.9965,118
2000,C_normative_only,5,5,true,26,114,true,63,61,65,65,1.0,0.9980331464818817,1982,0.7544979846573262,0.991,114
2000,C_normative_only,5,5,true,22,132,true,81,81,82,83,1.0,0.9978572127302516,1992,0.7765064281001791,0.996,132
2000,C_normative_only,5,5,true,12,122,true,72,71,73,73,1.0,0.9976925258314083,1992,0.7547473261587487,0.996,122
2000,C_normative_only,5,5,true,24,107,true,52,51,58,58,0.0,0.998692832648451,1960,0.7751533477224551,0.98,107
2000,C_normative_only,5,5,true,8,166,true,114,113,117,117,1.0,0.9981501405552282,1986,0.7787123917923756,0.993,166
2000,C_normative_only,5,5,true,10,167,true,115,114,118,118,0.0,0.9981095581844424,1975,0.7836505923935777,0.9875,167
2000,D_full_model,2,6,true,15,104,true,43,43,55,55,0.0,0.9992656592670314,1946,0.814691015314695,0.973,104
2000,D_full_model,2,6,true,11,103,true,40,40,54,54,0.0,0.9993962639973266,1939,0.8326807666552978,0.9695,103
2000,D_full_model,2,6,true,3,104,true,41,40,55,55,0.0,0.9994244025608563,1933,0.8287296883144556,0.9665,104
2000,D_full_model,2,6,true,29,103,true,38,37,54,54,1.0,0.9994945173356687,1923,0.8411147817415914,0.9615,103
2000,D_full_model,2,6,true,5,108,true,49,48,59,59,0.0,0.9991038155031728,1962,0.7748764027990755,0.981,108
2000,D_full_model,2,6,true,25,107,true,45,44,58,58,1.0,0.999264614851151,1952,0.7987024077102381,0.976,107
2000,D_full_model,2,6,true,13,104,true,41,41,55,55,1.0,0.9993192335020917,1950,0.8142014062490381,0.975,104
2000,D_full_model,2,6,true,1,108,true,51,51,59,59,1.0,0.9988967231125695,1970,0.7695169132600699,0.985,108
2000,D_full_model,2,6,true,19,111,true,58,57,62,62,0.0,0.9983667593937956,1975,0.7417890272138522,0.9875,111
2000,D_full_model,2,6,true,30,109,true,53,51,60,60,1.0,0.9987920581461678,1969,0.7560802096932879,0.9845,109
2000,D_full_model,2,6,true,21,109,true,54,53,60,60,1.0,0.9986864147416966,1968,0.7563226621012913,0.984,109
2000,D_full_model,2,6,true,7,113,true,60,59,64,64,1.0,0.9982759751326896,1978,0.7398035771153667,0.989,113
2000,D_full_model,2,6,true,23,105,true,41,40,56,56,1.0,0.9994541249690879,1939,0.8258770642960354,0.9695,105
2000,D_full_model,2,6,true,27,106,true,44,43,57,57,0.0,0.9993456962562044,1948,0.8098291913544572,0.974,106
2000,D_full_model,2,6,true,9,114,true,61,61,65,65,1.0,0.9983863339011397,1981,0.7439064496500221,0.9905,114
2000,D_full_model,2,6,true,17,123,true,71,71,74,74,1.0,0.9981541240362606,1981,0.7645156580071276,0.9905,123
